position	wl	slice	min.elapsed	expTcorr_bs_intden	exptime.sec	bs.intden	mean_bg_intden	mean_intden	rb_radius	threshold	area_threshold	cellarea_percent	total_area
A02b	1.00	4.00	461.00	6416941.06	1.00	6416941.06	521.47	525.90	50.00	MaxEntropy	50.00	1.58	1447680.00
A02b	1.00	5.00	614.00	18034951.64	1.00	18034951.64	520.45	532.90	50.00	MaxEntropy	50.00	3.11	1447680.00
A02b	1.00	6.00	767.00	49058034.58	1.00	49058034.58	522.20	556.09	50.00	MaxEntropy	50.00	5.71	1447680.00
A02b	1.00	7.00	921.00	122070094.95	1.00	122070094.95	525.91	610.23	50.00	MaxEntropy	50.00	10.62	1447680.00
A02b	1.00	8.00	1074.00	265514450.32	1.00	265514450.32	529.85	713.26	50.00	MaxEntropy	50.00	17.71	1447680.00
A02b	1.00	9.00	1227.00	525055380.16	1.00	525055380.16	539.71	902.40	50.00	MaxEntropy	50.00	28.26	1447680.00
A02b	1.00	10.00	1379.00	1096776665.80	1.00	1096776665.80	565.73	1323.34	50.00	MaxEntropy	50.00	49.76	1447680.00
A02b	1.00	11.00	1531.00	1979144934.97	0.84	1665246610.85	530.48	1680.76	50.00	MaxEntropy	50.00	69.54	1447680.00
A02b	1.00	12.00	1683.00	2530868145.53	0.62	1560047371.85	530.48	1608.10	50.00	MaxEntropy	50.00	72.30	1447680.00
A02b	1.00	13.00	1835.00	3157745043.63	0.62	1946459306.85	530.48	1875.01	50.00	MaxEntropy	50.00	75.34	1447680.00
A02b	1.00	14.00	1987.00	3648989316.87	0.56	2049443902.85	530.48	1946.15	50.00	MaxEntropy	50.00	77.12	1447680.00
A02b	1.00	15.00	2139.00	4010347023.20	0.51	2061883828.85	530.48	1954.74	50.00	MaxEntropy	50.00	77.39	1447680.00
A02b	1.00	16.00	2291.00	4300059293.73	0.49	2123558481.85	530.48	1997.35	50.00	MaxEntropy	50.00	77.92	1447680.00
A02c	1.00	1.00	0.00	410024.24	1.00	410024.24	531.73	532.01	50.00	MaxEntropy	50.00	0.28	1447680.00
A02c	1.00	2.00	153.00	921386.20	1.00	921386.20	528.79	529.42	50.00	MaxEntropy	50.00	0.44	1447680.00
A02c	1.00	3.00	307.00	2232728.89	1.00	2232728.89	526.69	528.23	50.00	MaxEntropy	50.00	0.84	1447680.00
A02c	1.00	4.00	460.00	6223074.15	1.00	6223074.15	524.23	528.53	50.00	MaxEntropy	50.00	1.67	1447680.00
A02c	1.00	5.00	614.00	17549276.51	1.00	17549276.51	523.94	536.06	50.00	MaxEntropy	50.00	3.09	1447680.00
A02c	1.00	6.00	767.00	46733750.10	1.00	46733750.10	526.27	558.55	50.00	MaxEntropy	50.00	5.97	1447680.00
A02c	1.00	7.00	920.00	120596541.15	1.00	120596541.15	530.10	613.41	50.00	MaxEntropy	50.00	10.87	1447680.00
A02c	1.00	8.00	1073.00	269385665.66	1.00	269385665.66	535.19	721.27	50.00	MaxEntropy	50.00	18.46	1447680.00
A02c	1.00	9.00	1226.00	554379616.20	1.00	554379616.20	546.72	929.67	50.00	MaxEntropy	50.00	29.43	1447680.00
A02c	1.00	10.00	1379.00	1309968691.90	1.00	1309968691.90	530.41	1435.28	50.00	MaxEntropy	50.00	100.00	1447680.00
A02c	1.00	11.00	1531.00	2280983022.72	0.81	1852500361.90	530.41	1810.04	50.00	MaxEntropy	50.00	100.00	1447680.00
A02c	1.00	12.00	1683.00	3031685139.46	0.72	2173921367.90	530.41	2032.07	50.00	MaxEntropy	50.00	100.00	1447680.00
A02c	1.00	13.00	1835.00	3675032823.51	0.60	2202645622.90	530.41	2051.91	50.00	MaxEntropy	50.00	100.00	1447680.00
A02c	1.00	14.00	1986.00	4324893264.06	0.58	2514445369.90	530.41	2267.29	50.00	MaxEntropy	50.00	100.00	1447680.00
A02c	1.00	15.00	2138.00	4809879882.20	0.53	2540573743.90	530.41	2285.33	50.00	MaxEntropy	50.00	100.00	1447680.00
A02c	1.00	16.00	2290.00	5185607353.54	0.51	2639012623.90	530.41	2353.33	50.00	MaxEntropy	50.00	100.00	1447680.00
A02d	1.00	1.00	0.00	1279299.55	1.00	1279299.55	533.83	534.71	50.00	MaxEntropy	50.00	0.09	1447680.00
A02d	1.00	2.00	154.00	1865099.97	1.00	1865099.97	531.24	532.53	50.00	MaxEntropy	50.00	0.17	1447680.00
A02d	1.00	3.00	307.00	2238475.45	1.00	2238475.45	530.02	531.57	50.00	MaxEntropy	50.00	0.21	1447680.00
A02d	1.00	4.00	461.00	7122488.79	1.00	7122488.79	528.88	533.80	50.00	MaxEntropy	50.00	0.67	1447680.00
A02d	1.00	5.00	614.00	20918280.81	1.00	20918280.81	530.69	545.14	50.00	MaxEntropy	50.00	1.68	1447680.00
A02d	1.00	6.00	767.00	63251258.36	1.00	63251258.36	534.89	578.58	50.00	MaxEntropy	50.00	4.02	1447680.00
A02d	1.00	7.00	921.00	162079895.89	1.00	162079895.89	544.88	656.84	50.00	MaxEntropy	50.00	7.60	1447680.00
A02d	1.00	8.00	1074.00	369581131.99	1.00	369581131.99	557.31	812.61	50.00	MaxEntropy	50.00	13.70	1447680.00
A02d	1.00	9.00	1226.00	786321975.99	1.00	786321975.99	582.30	1125.46	50.00	MaxEntropy	50.00	22.95	1447680.00
A02d	1.00	10.00	1379.00	1816356724.33	1.00	1816356724.33	622.24	1876.91	50.00	MaxEntropy	50.00	39.79	1447680.00
A02d	1.00	11.00	1531.00	3179732509.39	0.74	2355183353.45	614.54	2241.40	50.00	MaxEntropy	50.00	47.74	1447680.00
A02d	1.00	12.00	1683.00	4389505334.77	0.59	2584865564.51	555.53	2341.05	50.00	MaxEntropy	50.00	51.98	1447680.00
A02d	1.00	13.00	1835.00	5382187607.06	0.54	2884712620.51	555.53	2548.18	50.00	MaxEntropy	50.00	55.01	1447680.00
A02d	1.00	14.00	1987.00	6162492129.17	0.49	3041374740.51	555.53	2656.39	50.00	MaxEntropy	50.00	56.76	1447680.00
A02d	1.00	15.00	2139.00	6711470636.26	0.47	3170283961.51	555.53	2745.44	50.00	MaxEntropy	50.00	57.99	1447680.00
A02d	1.00	16.00	2291.00	7086034642.88	0.44	3130872288.51	555.53	2718.21	50.00	MaxEntropy	50.00	58.94	1447680.00
A03a	1.00	1.00	0.00	568392.85	1.00	568392.85	529.00	529.39	50.00	MaxEntropy	50.00	0.26	1447680.00
A03a	1.00	2.00	153.00	945290.06	1.00	945290.06	526.75	527.40	50.00	MaxEntropy	50.00	0.37	1447680.00
A03a	1.00	3.00	307.00	1446634.75	1.00	1446634.75	523.80	524.80	50.00	MaxEntropy	50.00	0.47	1447680.00
A03a	1.00	4.00	460.00	2427605.42	1.00	2427605.42	522.00	523.68	50.00	MaxEntropy	50.00	0.60	1447680.00
A03a	1.00	5.00	614.00	4271356.57	1.00	4271356.57	521.04	523.99	50.00	MaxEntropy	50.00	0.86	1447680.00
A03a	1.00	6.00	767.00	8454115.44	1.00	8454115.44	521.58	527.42	50.00	MaxEntropy	50.00	1.38	1447680.00
A03a	1.00	7.00	920.00	18347127.07	1.00	18347127.07	520.68	533.35	50.00	MaxEntropy	50.00	2.29	1447680.00
A03a	1.00	8.00	1073.00	40920545.81	1.00	40920545.81	522.03	550.29	50.00	MaxEntropy	50.00	3.96	1447680.00
A03a	1.00	9.00	1226.00	92545735.52	1.00	92545735.52	522.91	586.84	50.00	MaxEntropy	50.00	6.34	1447680.00
A03a	1.00	10.00	1379.00	196403901.33	1.00	196403901.33	527.51	663.18	50.00	MaxEntropy	50.00	10.28	1447680.00
A03a	1.00	11.00	1531.00	384851281.30	1.00	384851281.30	534.90	800.74	50.00	MaxEntropy	50.00	14.53	1447680.00
A03a	1.00	12.00	1683.00	665843088.43	1.00	665843088.43	534.50	994.44	50.00	MaxEntropy	50.00	20.37	1447680.00
A03a	1.00	13.00	1835.00	1047149007.63	0.93	974454876.37	524.54	1197.65	50.00	MaxEntropy	50.00	27.54	1447680.00
A03a	1.00	14.00	1986.00	1623740867.89	0.87	1407825549.72	522.96	1495.43	50.00	MaxEntropy	50.00	42.46	1447680.00
A03a	1.00	15.00	2138.00	2270728203.67	0.79	1792081405.62	525.30	1763.20	50.00	MaxEntropy	50.00	60.07	1447680.00
A03b	1.00	1.00	0.00	581778.30	1.00	581778.30	526.71	527.11	50.00	MaxEntropy	50.00	0.24	1447680.00
A03b	1.00	2.00	154.00	846036.21	1.00	846036.21	524.12	524.70	50.00	MaxEntropy	50.00	0.30	1447680.00
A03b	1.00	3.00	307.00	1274261.04	1.00	1274261.04	521.74	522.62	50.00	MaxEntropy	50.00	0.38	1447680.00
A03b	1.00	4.00	461.00	2012412.52	1.00	2012412.52	519.67	521.06	50.00	MaxEntropy	50.00	0.50	1447680.00
A03b	1.00	5.00	614.00	3623097.12	1.00	3623097.12	518.83	521.34	50.00	MaxEntropy	50.00	0.75	1447680.00
A03b	1.00	6.00	767.00	7060788.28	1.00	7060788.28	519.16	524.03	50.00	MaxEntropy	50.00	1.11	1447680.00
A03b	1.00	7.00	921.00	14638292.82	1.00	14638292.82	518.40	528.51	50.00	MaxEntropy	50.00	1.87	1447680.00
A03b	1.00	8.00	1074.00	31907741.19	1.00	31907741.19	518.80	540.84	50.00	MaxEntropy	50.00	2.91	1447680.00
A03b	1.00	9.00	1226.00	70645849.16	1.00	70645849.16	519.45	568.25	50.00	MaxEntropy	50.00	5.09	1447680.00
A03b	1.00	10.00	1379.00	151659711.46	1.00	151659711.46	521.29	626.05	50.00	MaxEntropy	50.00	8.57	1447680.00
A03b	1.00	11.00	1531.00	297660831.15	1.00	297660831.15	526.58	732.19	50.00	MaxEntropy	50.00	12.50	1447680.00
A03b	1.00	12.00	1683.00	525052069.68	0.93	486790475.26	511.00	847.26	50.00	MaxEntropy	50.00	16.99	1447680.00
A03b	1.00	13.00	1835.00	834828177.04	0.70	588050463.42	468.21	874.41	50.00	MaxEntropy	50.00	22.37	1447680.00
A03b	1.00	14.00	1987.00	1271254000.66	0.58	743496716.05	451.16	964.74	50.00	MaxEntropy	50.00	30.65	1447680.00
A03b	1.00	15.00	2139.00	1788504007.15	0.58	1046011934.09	458.55	1181.09	50.00	MaxEntropy	50.00	45.30	1447680.00
A03c	1.00	1.00	0.00	971351.48	1.00	971351.48	529.44	530.11	50.00	MaxEntropy	50.00	0.47	1447680.00
A03c	1.00	2.00	153.00	1605942.82	1.00	1605942.82	526.70	527.81	50.00	MaxEntropy	50.00	0.63	1447680.00
A03c	1.00	3.00	306.00	2783905.14	1.00	2783905.14	524.56	526.49	50.00	MaxEntropy	50.00	0.83	1447680.00
A03c	1.00	4.00	460.00	4663268.70	1.00	4663268.70	523.11	526.33	50.00	MaxEntropy	50.00	1.12	1447680.00
A03c	1.00	5.00	614.00	8444729.93	1.00	8444729.93	522.16	527.99	50.00	MaxEntropy	50.00	1.73	1447680.00
A03c	1.00	6.00	767.00	17983118.17	1.00	17983118.17	522.54	534.96	50.00	MaxEntropy	50.00	2.66	1447680.00
A03c	1.00	7.00	920.00	39033408.21	1.00	39033408.21	522.39	549.35	50.00	MaxEntropy	50.00	4.36	1447680.00
A03c	1.00	8.00	1073.00	86208751.01	1.00	86208751.01	523.91	583.46	50.00	MaxEntropy	50.00	7.22	1447680.00
A03c	1.00	9.00	1226.00	189841473.81	1.00	189841473.81	526.85	657.98	50.00	MaxEntropy	50.00	11.53	1447680.00
A03c	1.00	10.00	1378.00	397922174.52	1.00	397922174.52	532.16	807.03	50.00	MaxEntropy	50.00	17.71	1447680.00
A03c	1.00	11.00	1530.00	755233718.93	1.00	755233718.93	544.02	1065.71	50.00	MaxEntropy	50.00	25.93	1447680.00
A03c	1.00	12.00	1683.00	1296565589.69	0.99	1281570808.64	542.46	1427.72	50.00	MaxEntropy	50.00	33.14	1447680.00
A03c	1.00	13.00	1835.00	2071414861.74	0.78	1624322749.39	502.10	1624.12	50.00	MaxEntropy	50.00	41.62	1447680.00
A03c	1.00	14.00	1986.00	3079591884.63	0.74	2276058610.91	526.34	2098.55	50.00	MaxEntropy	50.00	56.79	1447680.00
A03c	1.00	15.00	2138.00	3917412090.15	0.67	2608824085.91	526.34	2328.41	50.00	MaxEntropy	50.00	69.28	1447680.00
A03d	1.00	1.00	0.00	653219.53	1.00	653219.53	527.21	527.67	50.00	MaxEntropy	50.00	0.29	1447680.00
A03d	1.00	2.00	153.00	1026696.98	1.00	1026696.98	525.38	526.09	50.00	MaxEntropy	50.00	0.39	1447680.00
A03d	1.00	3.00	307.00	1690309.41	1.00	1690309.41	522.79	523.96	50.00	MaxEntropy	50.00	0.50	1447680.00
A03d	1.00	4.00	461.00	2736873.32	1.00	2736873.32	521.02	522.91	50.00	MaxEntropy	50.00	0.66	1447680.00
A03d	1.00	5.00	614.00	4854950.82	1.00	4854950.82	520.07	523.42	50.00	MaxEntropy	50.00	0.95	1447680.00
A03d	1.00	6.00	767.00	9616577.03	1.00	9616577.03	520.55	527.19	50.00	MaxEntropy	50.00	1.48	1447680.00
A03d	1.00	7.00	921.00	20403765.98	1.00	20403765.98	520.14	534.24	50.00	MaxEntropy	50.00	2.38	1447680.00
A03d	1.00	8.00	1074.00	45011308.19	1.00	45011308.19	521.03	552.13	50.00	MaxEntropy	50.00	3.86	1447680.00
A03d	1.00	9.00	1226.00	98878403.21	1.00	98878403.21	522.61	590.91	50.00	MaxEntropy	50.00	6.27	1447680.00
A03d	1.00	10.00	1379.00	207774861.22	1.00	207774861.22	525.69	669.21	50.00	MaxEntropy	50.00	9.69	1447680.00
A03d	1.00	11.00	1531.00	401250134.89	1.00	401250134.89	532.75	809.92	50.00	MaxEntropy	50.00	14.13	1447680.00
A03d	1.00	12.00	1683.00	681319671.38	0.94	641181766.90	520.47	963.37	50.00	MaxEntropy	50.00	19.39	1447680.00
A03d	1.00	13.00	1835.00	1056985375.50	0.87	922400484.62	512.77	1149.92	50.00	MaxEntropy	50.00	26.12	1447680.00
A03d	1.00	14.00	1987.00	1583847749.04	0.82	1291754547.16	511.59	1403.88	50.00	MaxEntropy	50.00	37.46	1447680.00
A03d	1.00	15.00	2138.00	2087958476.10	0.76	1594920489.30	521.72	1623.43	50.00	MaxEntropy	50.00	51.51	1447680.00
A04a	1.00	1.00	0.00	912583.72	1.00	912583.72	506.27	506.90	50.00	MaxEntropy	50.00	0.49	1447680.00
A04a	1.00	2.00	153.00	2294155.27	1.00	2294155.27	504.20	505.78	50.00	MaxEntropy	50.00	0.79	1447680.00
A04a	1.00	3.00	306.00	5236784.31	1.00	5236784.31	502.34	505.96	50.00	MaxEntropy	50.00	1.41	1447680.00
A04a	1.00	4.00	460.00	13520579.14	1.00	13520579.14	501.48	510.82	50.00	MaxEntropy	50.00	2.65	1447680.00
A04a	1.00	5.00	614.00	36432964.50	1.00	36432964.50	501.44	526.61	50.00	MaxEntropy	50.00	4.97	1447680.00
A04a	1.00	6.00	767.00	90738205.08	1.00	90738205.08	505.32	568.00	50.00	MaxEntropy	50.00	9.02	1447680.00
A04a	1.00	7.00	920.00	206845311.81	1.00	206845311.81	509.74	652.62	50.00	MaxEntropy	50.00	15.85	1447680.00
A04a	1.00	8.00	1073.00	416770162.17	0.94	392291166.70	507.09	778.06	50.00	MaxEntropy	50.00	26.08	1447680.00
A04a	1.00	9.00	1226.00	789591637.29	0.72	570037786.63	475.05	868.81	50.00	MaxEntropy	50.00	40.09	1447680.00
A04a	1.00	10.00	1378.00	1585051383.49	0.72	1144311995.80	501.44	1291.88	50.00	MaxEntropy	50.00	99.83	1447680.00
A04a	1.00	11.00	1530.00	3203158983.17	0.67	2140597475.80	501.44	1980.08	50.00	MaxEntropy	50.00	100.00	1447680.00
A04a	1.00	12.00	1683.00	4393889503.59	0.51	2223149908.80	501.44	2037.10	50.00	MaxEntropy	50.00	100.00	1447680.00
A04a	1.00	13.00	1834.00	5429635671.26	0.41	2235858813.80	501.44	2045.88	50.00	MaxEntropy	50.00	100.00	1447680.00
A04a	1.00	14.00	1986.00	6437665376.86	0.38	2420079356.80	501.44	2173.13	50.00	MaxEntropy	50.00	100.00	1447680.00
A04a	1.00	15.00	2138.00	7388102315.08	0.38	2777372362.80	501.44	2419.93	50.00	MaxEntropy	50.00	100.00	1447680.00
A04b	1.00	1.00	0.00	584665.69	1.00	584665.69	506.05	506.45	50.00	MaxEntropy	50.00	0.32	1447680.00
A04b	1.00	2.00	154.00	1321551.43	1.00	1321551.43	504.03	504.94	50.00	MaxEntropy	50.00	0.50	1447680.00
A04b	1.00	3.00	307.00	3274491.78	1.00	3274491.78	502.09	504.35	50.00	MaxEntropy	50.00	0.90	1447680.00
A04b	1.00	4.00	461.00	8289689.27	1.00	8289689.27	501.40	507.12	50.00	MaxEntropy	50.00	1.71	1447680.00
